ENSEMBL_gene_id,HUGO_gene_id,chr,MASH beta,MASH sd,MASH LFSR,tissue
ENSG00000179526.16,SHARPIN,chr8,-0.026275547,0.006656572,5.69774E-06,SPLEEN
ENSG00000235890.2,TSPEAR-AS1,chr21,0.473429277,0.102579109,5.76923E-06,SPLEEN
ENSG00000125618.16,PAX8,chr2,-0.404342725,0.090240381,6.38877E-06,SPLEEN
ENSG00000128602.9,SMO,chr7,0.100936493,0.023984791,6.86103E-06,SPLEEN
ENSG00000274536.6,,chrX,0.153660866,0.043283397,7.78375E-06,SPLEEN
ENSG00000147133.15,TAF1,chrX,-0.027733369,0.007206255,8.36689E-06,SPLEEN
ENSG00000182648.11,LINC01006,chr7,-0.09238066,0.021944421,8.65505E-06,SPLEEN
ENSG00000115255.10,REEP6,chr19,0.148156846,0.033492958,9.44965E-06,SPLEEN
ENSG00000189223.14,PAX8-AS1,chr2,-0.545067931,0.113356218,9.4977E-06,SPLEEN
ENSG00000239830.1,RPS4XP22,chr19,0.30877993,0.073339964,9.56498E-06,SPLEEN
ENSG00000272049.1,,chr5,-0.286379433,0.073833068,9.61964E-06,SPLEEN
ENSG00000186453.12,FAM228A,chr2,-0.237103299,0.053255346,9.71587E-06,SPLEEN
ENSG00000236698.1,EIF1AXP1,chr1,0.580506139,0.131181704,1.08339E-05,SPLEEN
ENSG00000100258.17,LMF2,chr22,-0.030043979,0.007964515,1.12531E-05,SPLEEN
ENSG00000260465.1,,chr16,-0.072749917,0.016730417,1.16242E-05,SPLEEN
ENSG00000120685.19,PROSER1,chr13,-0.030017546,0.008014886,1.28763E-05,SPLEEN
ENSG00000238151.1,MLLT10P1,chr20,-0.414834087,0.0721031,1.40982E-05,SPLEEN
ENSG00000124222.22,STX16,chr20,-0.028844621,0.007132802,1.45414E-05,SPLEEN
ENSG00000197355.10,UAP1L1,chr9,0.061586007,0.015431612,1.55201E-05,SPLEEN
ENSG00000172460.15,PRSS30P,chr16,0.374926443,0.084189952,1.57204E-05,SPLEEN
ENSG00000152669.8,CCNO,chr5,0.505029155,0.124309061,1.58369E-05,SPLEEN
ENSG00000168488.18,ATXN2L,chr16,-0.03416671,0.009289676,1.87391E-05,SPLEEN
ENSG00000278259.4,MYO19,chr17,-0.034448006,0.009131205,1.99103E-05,SPLEEN
ENSG00000147889.17,CDKN2A,chr9,0.126751659,0.030793875,2.00531E-05,SPLEEN
ENSG00000172757.12,CFL1,chr11,-0.031018394,0.008144042,2.03377E-05,SPLEEN
ENSG00000232040.2,ZBED9,chr6,0.310272826,0.085651362,2.07382E-05,SPLEEN
ENSG00000172732.11,MUS81,chr11,-0.029927731,0.008020254,2.10795E-05,SPLEEN
ENSG00000181218.5,HIST3H2A,chr1,0.092352931,0.023284125,2.35575E-05,SPLEEN
ENSG00000162639.15,HENMT1,chr1,-0.056026478,0.012543952,2.51754E-05,SPLEEN
ENSG00000274114.2,ALOX15P1,chr17,-0.108853953,0.030842474,2.55665E-05,SPLEEN
ENSG00000127990.15,SGCE,chr7,0.055228439,0.014758629,2.60139E-05,SPLEEN
ENSG00000100842.12,EFS,chr14,-0.078970255,0.020205755,2.79728E-05,SPLEEN
ENSG00000240371.1,RPS4XP13,chr11,0.49674331,0.11142558,2.87918E-05,SPLEEN
ENSG00000111271.14,ACAD10,chr12,-0.032151714,0.008830466,2.92963E-05,SPLEEN
ENSG00000104177.17,MYEF2,chr15,-0.053700319,0.013926195,3.31134E-05,SPLEEN
ENSG00000178605.13,GTPBP6,chrX,-0.097768347,0.024003049,3.3712E-05,SPLEEN
ENSG00000268895.5,A1BG-AS1,chr19,0.092581727,0.022274284,3.5439E-05,SPLEEN
ENSG00000272333.5,KMT2B,chr19,-0.023165367,0.006360498,3.6676E-05,SPLEEN
ENSG00000198612.10,COPS8,chr2,-0.02691933,0.007331464,3.68848E-05,SPLEEN
ENSG00000197857.13,ZNF44,chr19,0.044680614,0.01241391,3.75749E-05,SPLEEN
ENSG00000167595.14,PROSER3,chr19,-0.040456267,0.01149148,3.93095E-05,SPLEEN
ENSG00000171970.12,ZNF57,chr19,0.052228265,0.015113158,4.1579E-05,SPLEEN
ENSG00000275964.1,,chr13,-0.06026248,0.016331936,4.30738E-05,SPLEEN
ENSG00000146872.17,TLK2,chr17,-0.026215298,0.0066627,4.45747E-05,SPLEEN
ENSG00000110330.8,BIRC2,chr11,-0.033573226,0.009131372,4.60061E-05,SPLEEN
ENSG00000196172.9,ZNF681,chr19,0.066879376,0.018399175,4.64735E-05,SPLEEN
ENSG00000081791.8,DELE1,chr5,-0.029524654,0.00816359,4.77137E-05,SPLEEN
ENSG00000243663.1,RPS4XP14,chr12,0.459968632,0.105016667,5.03088E-05,SPLEEN
ENSG00000181026.14,AEN,chr15,-0.056872239,0.016181741,5.21849E-05,SPLEEN
ENSG00000076928.17,ARHGEF1,chr19,-0.028454653,0.008120438,5.27745E-05,SPLEEN
ENSG00000163795.13,ZNF513,chr2,-0.032070746,0.009013866,5.42969E-05,SPLEEN
ENSG00000164294.13,GPX8,chr5,0.083065781,0.023147809,5.4727E-05,SPLEEN
ENSG00000204851.6,PNMA8B,chr19,0.159804844,0.056977804,5.72565E-05,SPLEEN
ENSG00000204969.6,PCDHA2,chr5,0.408455471,0.11788381,5.73356E-05,SPLEEN
ENSG00000274588.1,DGKK,chrX,-0.723645621,0.252737123,5.82647E-05,SPLEEN
ENSG00000152503.9,TRIM36,chr5,0.189294913,0.050408345,5.84514E-05,SPLEEN
ENSG00000257599.1,OVCH1-AS1,chr12,-0.514191095,0.135783232,5.95257E-05,SPLEEN
ENSG00000184313.19,MROH7,chr1,0.133401459,0.038543703,5.9699E-05,SPLEEN
ENSG00000138286.14,FAM149B1,chr10,-0.025720453,0.007569521,6.03409E-05,SPLEEN
ENSG00000185386.14,MAPK11,chr22,-0.063234206,0.016160263,6.16105E-05,SPLEEN
ENSG00000169962.4,TAS1R3,chr1,0.076190328,0.021179984,6.43191E-05,SPLEEN
ENSG00000081842.17,PCDHA6,chr5,0.40191041,0.110718929,6.6525E-05,SPLEEN
ENSG00000204860.4,FAM201A,chr9,-0.299428464,0.083027527,6.71472E-05,SPLEEN
ENSG00000174938.14,SEZ6L2,chr16,0.12673723,0.034848792,6.76141E-05,SPLEEN
ENSG00000185304.14,RGPD2,chr2,0.417054179,0.083784626,7.21464E-05,SPLEEN
ENSG00000087842.10,PIR,chrX,0.095858491,0.026410154,7.47169E-05,SPLEEN
ENSG00000157985.18,AGAP1,chr2,-0.065180288,0.018189125,8.21019E-05,SPLEEN
ENSG00000166987.14,MBD6,chr12,-0.049151441,0.014115019,8.32421E-05,SPLEEN
ENSG00000163815.5,CLEC3B,chr3,0.172008472,0.053814693,8.4758E-05,SPLEEN
ENSG00000008277.14,ADAM22,chr7,0.070011702,0.023099482,8.56434E-05,SPLEEN
ENSG00000173809.17,TDRD12,chr19,0.566122982,0.084168932,8.60303E-05,SPLEEN
ENSG00000081665.13,ZNF506,chr19,0.036368866,0.010764239,8.98863E-05,SPLEEN
ENSG00000215440.11,NPEPL1,chr20,-0.062836115,0.013469176,9.40182E-05,SPLEEN
ENSG00000163958.13,ZDHHC19,chr3,0.19967434,0.059150427,9.53087E-05,SPLEEN
ENSG00000264573.2,RN7SL15P,chrX,0.398269445,0.106124416,9.57806E-05,SPLEEN
ENSG00000117500.12,TMED5,chr1,0.0279376,0.008215465,9.84688E-05,SPLEEN
ENSG00000283886.1,,chr9,0.203948807,0.054032121,9.96216E-05,SPLEEN
ENSG00000008300.16,CELSR3,chr3,-0.120178878,0.033162713,0.000105467,SPLEEN
ENSG00000267100.1,ILF3-DT,chr19,0.041542249,0.012325041,0.000105541,SPLEEN
ENSG00000004777.18,ARHGAP33,chr19,-0.05771881,0.017071867,0.000106518,SPLEEN
ENSG00000233913.7,RPL10P9,chr5,0.358772367,0.097499638,0.000111413,SPLEEN
ENSG00000235268.2,KDM4E,chr11,-0.21433193,0.06020625,0.000112089,SPLEEN
ENSG00000169100.13,SLC25A6,chrX,-0.073505831,0.019929803,0.00011487,SPLEEN
ENSG00000095209.11,TMEM38B,chr9,0.060823543,0.017204965,0.000117199,SPLEEN
ENSG00000158863.21,FAM160B2,chr8,-0.027936358,0.008142309,0.000118165,SPLEEN
ENSG00000278611.1,ZNF426-DT,chr19,0.097122773,0.029255902,0.000123567,SPLEEN
ENSG00000144224.16,UBXN4,chr2,-0.026440261,0.007411062,0.000124373,SPLEEN
ENSG00000123815.11,COQ8B,chr19,-0.037182055,0.010743844,0.000126124,SPLEEN
ENSG00000182378.13,PLCXD1,chrX,-0.228107594,0.06203972,0.000132301,SPLEEN
ENSG00000254633.1,,chr9,-0.086097838,0.024512431,0.000132533,SPLEEN
ENSG00000104290.10,FZD3,chr8,0.080333092,0.02323815,0.000133754,SPLEEN
ENSG00000120889.12,TNFRSF10B,chr8,-0.043652405,0.013166287,0.000134358,SPLEEN
ENSG00000198858.9,R3HDM4,chr19,-0.038907152,0.011650942,0.000134592,SPLEEN
ENSG00000188690.12,UROS,chr10,-0.037206914,0.010500372,0.000136682,SPLEEN
ENSG00000089060.11,SLC8B1,chr12,-0.030974077,0.009326872,0.000137981,SPLEEN
ENSG00000260509.2,,chr13,-0.345238528,0.098697819,0.000145459,SPLEEN
ENSG00000135063.17,FAM189A2,chr9,0.124271036,0.035554527,0.00014552,SPLEEN
ENSG00000182287.13,AP1S2,chrX,0.047964981,0.012647695,0.000146236,SPLEEN
ENSG00000013364.18,MVP,chr16,-0.029449831,0.009266633,0.000152006,SPLEEN
ENSG00000272913.1,,chr2,-0.107666069,0.029206117,0.000154678,SPLEEN
ENSG00000196937.10,FAM3C,chr7,0.043985208,0.013074147,0.000160547,SPLEEN
ENSG00000041880.14,PARP3,chr3,-0.042402507,0.01195263,0.000160681,SPLEEN
ENSG00000167548.14,KMT2D,chr12,-0.026505292,0.007845394,0.000161407,SPLEEN
ENSG00000090097.21,PCBP4,chr3,-0.04234849,0.011149794,0.000163093,SPLEEN
ENSG00000237975.6,FLG-AS1,chr1,-0.240297152,0.06494635,0.000166593,SPLEEN
ENSG00000267265.5,,chr19,0.098068671,0.02814245,0.000166933,SPLEEN
ENSG00000111801.15,BTN3A3,chr6,0.039903547,0.011251314,0.000169083,SPLEEN
ENSG00000047634.14,SCML1,chrX,-0.051013408,0.014864133,0.000173457,SPLEEN
ENSG00000213077.5,,chr17,-0.366863299,0.106887215,0.000174629,SPLEEN
ENSG00000136286.14,MYO1G,chr7,-0.050015571,0.015753668,0.000176894,SPLEEN
ENSG00000283196.1,,chr2,-0.136172115,0.040957384,0.000177672,SPLEEN
ENSG00000234389.1,,chr2,0.169401546,0.051427355,0.00017787,SPLEEN
ENSG00000143367.15,TUFT1,chr1,0.09526672,0.024961652,0.000182253,SPLEEN
ENSG00000249790.2,,chr12,-0.322856744,0.0888595,0.000191602,SPLEEN
ENSG00000111199.10,TRPV4,chr12,0.128134986,0.036977584,0.000197115,SPLEEN
ENSG00000198176.12,TFDP1,chr13,-0.036985309,0.010468725,0.000204568,SPLEEN
ENSG00000258794.3,DUX4L27,chr12,-0.125497904,0.037890443,0.000205555,SPLEEN
ENSG00000189134.3,NKAPL,chr6,-0.12115215,0.032443781,0.000209261,SPLEEN
ENSG00000100403.11,ZC3H7B,chr22,-0.024686974,0.007036433,0.000214245,SPLEEN
ENSG00000101246.19,ARFRP1,chr20,-0.026460117,0.008284654,0.000215219,SPLEEN
ENSG00000115257.15,PCSK4,chr19,0.08468285,0.025321379,0.000218226,SPLEEN
ENSG00000165118.14,C9orf64,chr9,-0.048330818,0.013777946,0.00022838,SPLEEN
ENSG00000112319.17,EYA4,chr6,0.194699003,0.063355642,0.00022919,SPLEEN
ENSG00000171843.15,MLLT3,chr9,0.050923162,0.015558896,0.000238263,SPLEEN
ENSG00000074964.16,ARHGEF10L,chr1,-0.059579047,0.018818309,0.000240858,SPLEEN
ENSG00000089486.16,CDIP1,chr16,0.042030584,0.012535819,0.000241882,SPLEEN
ENSG00000178209.14,PLEC,chr8,-0.049358381,0.015638526,0.000246617,SPLEEN
ENSG00000196678.13,ERI2,chr16,-0.038438266,0.011894309,0.000252482,SPLEEN
ENSG00000214176.9,PLEKHM1P1,chr17,-0.033307666,0.010040954,0.000260154,SPLEEN
ENSG00000204469.12,PRRC2A,chr6,-0.019395984,0.005910883,0.000260895,SPLEEN
ENSG00000103024.7,NME3,chr16,-0.026681142,0.007902349,0.000263631,SPLEEN
ENSG00000214174.8,AMZ2P1,chr17,-0.056060365,0.017007022,0.000266817,SPLEEN
ENSG00000132153.14,DHX30,chr3,-0.020942748,0.006067496,0.000267385,SPLEEN
ENSG00000104131.12,EIF3J,chr15,-0.025584978,0.007806171,0.000270092,SPLEEN
ENSG00000148384.12,INPP5E,chr9,-0.041715747,0.012299473,0.000270148,SPLEEN
ENSG00000137218.10,FRS3,chr6,-0.041575714,0.013415278,0.000277671,SPLEEN
ENSG00000187474.4,FPR3,chr19,0.137375511,0.043409528,0.000283621,SPLEEN
ENSG00000177807.8,KCNJ10,chr1,0.178268188,0.079395501,0.000286634,SPLEEN
ENSG00000272990.1,,chr3,-0.08176956,0.02461542,0.000287148,SPLEEN
ENSG00000230076.1,RPL10P6,chr2,0.279236144,0.079859988,0.000288911,SPLEEN
ENSG00000104889.5,RNASEH2A,chr19,0.038823736,0.011104218,0.000293693,SPLEEN
ENSG00000214652.5,ZNF727,chr7,0.267737457,0.081123562,0.000297295,SPLEEN
ENSG00000187268.11,FAM9C,chrX,1.47157681,0.51188255,0.000298406,SPLEEN
ENSG00000121410.11,A1BG,chr19,0.10817003,0.029732031,0.000300351,SPLEEN
ENSG00000170430.9,MGMT,chr10,-0.056925616,0.017931593,0.000302625,SPLEEN
ENSG00000123595.7,RAB9A,chrX,0.060641288,0.017467233,0.00031096,SPLEEN
ENSG00000233327.10,USP32P2,chr17,-0.344213305,0.105255761,0.00031173,SPLEEN
ENSG00000234449.2,,chrX,0.729564747,0.206765976,0.000319114,SPLEEN
ENSG00000100281.13,HMGXB4,chr22,-0.02672033,0.007560386,0.000322598,SPLEEN
ENSG00000226948.1,RPS4XP2,chr20,0.447707925,0.120540356,0.000333973,SPLEEN
ENSG00000140400.16,MAN2C1,chr15,-0.066234762,0.019996113,0.00034056,SPLEEN
ENSG00000144199.11,FAHD2B,chr2,0.057952084,0.017625139,0.000345821,SPLEEN
ENSG00000106392.10,C1GALT1,chr7,0.055593153,0.016428904,0.000347143,SPLEEN
ENSG00000174586.10,ZNF497,chr19,0.06858636,0.021342911,0.000348999,SPLEEN
ENSG00000163421.8,PROK2,chr3,0.108159838,0.033219754,0.000349099,SPLEEN
ENSG00000171772.15,SYCE1,chr10,-0.381764423,0.112394915,0.000350148,SPLEEN
ENSG00000115138.10,POMC,chr2,-0.202904011,0.061514987,0.000352697,SPLEEN
ENSG00000244682.7,FCGR2C,chr1,0.174179139,0.049061792,0.000374277,SPLEEN
ENSG00000184635.14,ZNF93,chr19,0.073967227,0.02254742,0.000378299,SPLEEN
ENSG00000134245.17,WNT2B,chr1,0.055021531,0.016931992,0.000379568,SPLEEN
ENSG00000229809.8,ZNF688,chr16,-0.030732933,0.009453761,0.000381608,SPLEEN
ENSG00000127377.8,CRYGN,chr7,0.165274377,0.053346169,0.000384524,SPLEEN
ENSG00000149485.18,FADS1,chr11,-0.071563871,0.022333393,0.000389756,SPLEEN
ENSG00000197763.14,TXNRD3,chr3,-0.057787973,0.017752869,0.000396964,SPLEEN
ENSG00000239697.10,TNFSF12,chr17,-0.035633596,0.010505132,0.000405393,SPLEEN
ENSG00000142235.8,LMTK3,chr19,0.087688897,0.028612647,0.000412584,SPLEEN
ENSG00000132436.11,FIGNL1,chr7,-0.072574821,0.023095972,0.000413806,SPLEEN
ENSG00000164896.19,FASTK,chr7,-0.02244332,0.007241655,0.000418897,SPLEEN
ENSG00000162913.9,OBSCN-AS1,chr1,0.073850567,0.023681455,0.000424025,SPLEEN
ENSG00000079150.17,FKBP7,chr2,0.062749884,0.018991091,0.000430711,SPLEEN
ENSG00000158089.14,GALNT14,chr2,0.11285276,0.034589721,0.000431972,SPLEEN
ENSG00000137817.16,PARP6,chr15,-0.030302477,0.009328892,0.000446495,SPLEEN
ENSG00000276476.2,,chr13,-0.194544309,0.061658779,0.000449068,SPLEEN
ENSG00000182511.11,FES,chr15,-0.035490599,0.010946394,0.000451542,SPLEEN
ENSG00000110958.15,PTGES3,chr12,0.020372425,0.006945928,0.000454248,SPLEEN
ENSG00000097007.17,ABL1,chr9,-0.025783563,0.008065621,0.000459816,SPLEEN
ENSG00000165671.19,NSD1,chr5,-0.023669442,0.007460738,0.000461214,SPLEEN
ENSG00000173040.12,EVC2,chr4,-0.071413972,0.021301215,0.000467998,SPLEEN
ENSG00000204843.12,DCTN1,chr2,-0.021383038,0.006700203,0.000470045,SPLEEN
ENSG00000267470.5,ZNF571-AS1,chr19,0.110207534,0.034188418,0.000475927,SPLEEN
ENSG00000178685.13,PARP10,chr8,-0.03706845,0.011544354,0.000476566,SPLEEN
ENSG00000188549.12,CCDC9B,chr15,-0.065571873,0.020545893,0.000478182,SPLEEN
ENSG00000237438.7,CECR7,chr22,-0.230322781,0.069549212,0.000484646,SPLEEN
ENSG00000054793.13,ATP9A,chr20,-0.068057109,0.02191017,0.000489214,SPLEEN
ENSG00000147394.18,ZNF185,chrX,-0.105785516,0.033495874,0.00049003,SPLEEN
ENSG00000276809.1,,chr13,0.171945407,0.058613924,0.000492495,SPLEEN
ENSG00000111752.10,PHC1,chr12,-0.037008281,0.011526108,0.000499092,SPLEEN
ENSG00000101542.9,CDH20,chr18,-0.372410503,0.119945741,0.000507029,SPLEEN
ENSG00000181555.20,SETD2,chr3,-0.020595909,0.006246207,0.000511041,SPLEEN
ENSG00000039650.11,PNKP,chr19,-0.032014094,0.010205742,0.000515913,SPLEEN
ENSG00000135622.12,SEMA4F,chr2,0.040972813,0.013713031,0.000517342,SPLEEN
ENSG00000198429.9,ZNF69,chr19,0.060424435,0.020305111,0.000519295,SPLEEN
ENSG00000115109.13,EPB41L5,chr2,0.047250393,0.015750042,0.000519992,SPLEEN
ENSG00000147113.16,DIPK2B,chrX,0.334055005,0.099566172,0.000545012,SPLEEN
ENSG00000066923.17,STAG3,chr7,-0.081930577,0.025238066,0.000547456,SPLEEN
ENSG00000161955.16,TNFSF13,chr17,-0.057002292,0.017598612,0.000548445,SPLEEN
ENSG00000146233.7,CYP39A1,chr6,0.145815983,0.048409315,0.000552254,SPLEEN
ENSG00000125503.12,PPP1R12C,chr19,-0.019996665,0.006253221,0.000553589,SPLEEN
ENSG00000177731.15,FLII,chr17,-0.023589044,0.007578983,0.000560377,SPLEEN
ENSG00000255026.1,,chr11,-0.172689089,0.057793544,0.000582675,SPLEEN
ENSG00000152061.23,RABGAP1L,chr1,0.034369591,0.011231306,0.000584526,SPLEEN
ENSG00000155868.7,MED7,chr5,-0.028335994,0.008871003,0.000584569,SPLEEN
ENSG00000268655.2,,chr19,0.158348078,0.051406631,0.000585767,SPLEEN
ENSG00000166869.2,CHP2,chr16,-0.381536115,0.127868075,0.000587913,SPLEEN
ENSG00000198353.7,HOXC4,chr12,0.109375294,0.036799613,0.000595675,SPLEEN
ENSG00000160352.15,ZNF714,chr19,0.073963209,0.022924392,0.000596905,SPLEEN
ENSG00000269335.5,IKBKG,chrX,-0.037692735,0.01225773,0.000600706,SPLEEN
ENSG00000154165.4,GPR15,chr3,-0.286688248,0.092872057,0.000601661,SPLEEN
ENSG00000092051.16,JPH4,chr14,0.156361148,0.05548503,0.000607009,SPLEEN
ENSG00000196700.8,ZNF512B,chr20,-0.031896342,0.009868811,0.000611746,SPLEEN
ENSG00000124225.15,PMEPA1,chr20,-0.053676864,0.017048329,0.000617669,SPLEEN
ENSG00000124334.17,IL9R,chrX,-0.467828702,0.130116221,0.000621888,SPLEEN
ENSG00000088827.12,SIGLEC1,chr20,0.161357122,0.053633487,0.000623566,SPLEEN
ENSG00000136273.11,HUS1,chr7,-0.025617514,0.00857015,0.000626282,SPLEEN
ENSG00000205755.11,CRLF2,chrX,-0.305720434,0.092802515,0.000642072,SPLEEN
ENSG00000108654.13,DDX5,chr17,-0.024862419,0.008630311,0.000650547,SPLEEN
ENSG00000162704.15,ARPC5,chr1,-0.027786912,0.009103495,0.000655351,SPLEEN
ENSG00000185008.17,ROBO2,chr3,0.137007188,0.05613244,0.000656829,SPLEEN
ENSG00000169116.11,PARM1,chr4,0.099474847,0.032285811,0.000658318,SPLEEN
ENSG00000175183.9,CSRP2,chr12,-0.133021866,0.027508661,0.000660946,SPLEEN
ENSG00000143631.10,FLG,chr1,-0.197389567,0.059086916,0.000668692,SPLEEN
ENSG00000108557.18,RAI1,chr17,-0.031942778,0.010485846,0.000671249,SPLEEN
ENSG00000100425.18,BRD1,chr22,-0.020751755,0.006985861,0.000674713,SPLEEN
ENSG00000136770.10,DNAJC1,chr10,0.04099745,0.012904598,0.000676511,SPLEEN
ENSG00000246223.8,LINC01550,chr14,-0.082899565,0.028324571,0.000686449,SPLEEN
ENSG00000164845.16,FAM86FP,chr12,0.117434975,0.038765313,0.000690704,SPLEEN
ENSG00000244560.6,,chr7,-0.055394974,0.017497428,0.00070057,SPLEEN
ENSG00000086475.14,SEPHS1,chr10,-0.021869436,0.006912817,0.000701751,SPLEEN
ENSG00000184860.9,SDR42E1,chr16,-0.065539071,0.022240545,0.000704344,SPLEEN
ENSG00000159267.14,HLCS,chr21,-0.039335669,0.012493955,0.000717104,SPLEEN
ENSG00000063245.14,EPN1,chr19,-0.023158287,0.007300335,0.000733448,SPLEEN
ENSG00000141076.17,UTP4,chr16,0.034913755,0.010636731,0.000735924,SPLEEN
ENSG00000172893.15,DHCR7,chr11,-0.070613966,0.023240793,0.000748713,SPLEEN
ENSG00000144369.12,FAM171B,chr2,0.065159359,0.021689743,0.00075624,SPLEEN
ENSG00000145908.12,ZNF300,chr5,0.051658847,0.017770994,0.000757282,SPLEEN
ENSG00000143499.13,SMYD2,chr1,-0.029228876,0.009727659,0.000762291,SPLEEN
ENSG00000100399.15,CHADL,chr22,-0.128865292,0.039770324,0.000785563,SPLEEN
ENSG00000116161.17,CACYBP,chr1,0.041574373,0.01437647,0.000790789,SPLEEN
ENSG00000182584.4,ACTL10,chr20,0.067165079,0.023368638,0.000796198,SPLEEN
ENSG00000140632.16,GLYR1,chr16,-0.017291859,0.005444769,0.000799879,SPLEEN
ENSG00000137265.14,IRF4,chr6,0.121926996,0.044125594,0.000801511,SPLEEN
ENSG00000105245.9,NUMBL,chr19,-0.054940717,0.018312843,0.000801744,SPLEEN
ENSG00000165916.8,PSMC3,chr11,-0.026721671,0.00870794,0.000807853,SPLEEN
ENSG00000277112.3,ANKRD20A21P,chr20,-0.298977374,0.087607147,0.000808449,SPLEEN
ENSG00000137818.11,RPLP1,chr15,-0.036981687,0.011505059,0.000818971,SPLEEN
ENSG00000250120.6,PCDHA10,chr5,0.199789441,0.061953123,0.000831307,SPLEEN
ENSG00000198837.9,DENND4B,chr1,-0.022368314,0.007620076,0.00084901,SPLEEN
ENSG00000267040.6,,chr18,0.045899656,0.016157156,0.000868281,SPLEEN
ENSG00000104884.14,ERCC2,chr19,0.035859039,0.011313819,0.000873243,SPLEEN
ENSG00000255455.2,,chr11,-0.044372968,0.014708734,0.000882819,SPLEEN
ENSG00000156968.8,MPV17L,chr16,0.16918135,0.057349978,0.00089637,SPLEEN
ENSG00000198216.10,CACNA1E,chr1,0.12026895,0.041897579,0.000899489,SPLEEN
ENSG00000233836.7,,chr19,0.090377615,0.029922656,0.000900267,SPLEEN
ENSG00000085662.13,AKR1B1,chr7,0.036994732,0.012662199,0.000906794,SPLEEN
ENSG00000145736.14,GTF2H2,chr5,0.205223754,0.068456967,0.00090868,SPLEEN
ENSG00000013275.7,PSMC4,chr19,-0.023184542,0.007735093,0.000916932,SPLEEN
ENSG00000151503.12,NCAPD3,chr11,-0.034541878,0.012006789,0.000922542,SPLEEN
ENSG00000233038.5,,chr7,-0.079708589,0.025681441,0.00092331,SPLEEN
ENSG00000267313.7,,chr18,0.412164948,0.136813836,0.000936432,SPLEEN
ENSG00000189339.11,SLC35E2B,chr1,0.059175129,0.018917538,0.000942059,SPLEEN
ENSG00000046651.14,OFD1,chrX,0.09409348,0.030159469,0.000947105,SPLEEN
ENSG00000185885.15,IFITM1,chr11,0.051474835,0.016880533,0.000952779,SPLEEN
ENSG00000178761.14,FAM219B,chr15,-0.032963105,0.011768855,0.000955927,SPLEEN
ENSG00000168071.21,CCDC88B,chr11,-0.027584191,0.009541048,0.000964823,SPLEEN
ENSG00000186462.8,NAP1L2,chrX,0.055978874,0.018660522,0.000971311,SPLEEN
ENSG00000179262.9,RAD23A,chr19,-0.024334719,0.008310816,0.00097164,SPLEEN
ENSG00000225217.1,HSPA7,chr1,0.142456012,0.05182536,0.00097758,SPLEEN
ENSG00000117280.12,RAB29,chr1,0.028758501,0.010291922,0.00099604,SPLEEN
ENSG00000205250.8,E2F4,chr16,-0.025026751,0.008020179,0.001010498,SPLEEN
ENSG00000119707.13,RBM25,chr14,-0.0239855,0.008015848,0.001015151,SPLEEN
ENSG00000157911.9,PEX10,chr1,-0.032794083,0.010862938,0.001019337,SPLEEN
ENSG00000211899.9,IGHM,chr14,0.146816893,0.049573862,0.001020226,SPLEEN
ENSG00000253368.3,TRNP1,chr1,0.067615284,0.022385178,0.001023312,SPLEEN
ENSG00000123352.17,SPATS2,chr12,0.03412947,0.011975835,0.001023562,SPLEEN
ENSG00000126777.17,KTN1,chr14,-0.019710305,0.006689903,0.001024446,SPLEEN
ENSG00000153291.15,SLC25A27,chr6,0.063277538,0.021987476,0.001028273,SPLEEN
ENSG00000172578.11,KLHL6,chr3,0.047780884,0.016688636,0.0010361,SPLEEN
ENSG00000271046.1,,chr10,0.217474814,0.080370866,0.001039448,SPLEEN
ENSG00000092295.11,TGM1,chr14,-0.085461258,0.028293669,0.001039914,SPLEEN
ENSG00000121481.10,RNF2,chr1,0.025864219,0.009061388,0.001040499,SPLEEN
ENSG00000154928.16,EPHB1,chr3,0.124830571,0.040874156,0.0010411,SPLEEN
ENSG00000145147.19,SLIT2,chr4,0.118845059,0.04350295,0.001041433,SPLEEN
ENSG00000172575.11,RASGRP1,chr15,0.052813521,0.017402693,0.001047851,SPLEEN
ENSG00000254986.7,DPP3,chr11,-0.027756118,0.009667073,0.00106415,SPLEEN
ENSG00000140092.14,FBLN5,chr14,0.064617427,0.02271183,0.001068411,SPLEEN
ENSG00000179476.7,C14orf28,chr14,-0.040497568,0.01370181,0.001070979,SPLEEN
ENSG00000007038.10,PRSS21,chr16,0.225444463,0.072773833,0.001071283,SPLEEN
ENSG00000125249.6,RAP2A,chr13,-0.040335157,0.012406677,0.001077831,SPLEEN
ENSG00000177324.13,BEND2,chrX,0.306620407,0.110331367,0.001079948,SPLEEN
ENSG00000177854.7,TMEM187,chrX,0.046849808,0.015248763,0.001092014,SPLEEN
ENSG00000167302.10,TEPSIN,chr17,-0.032310037,0.00830503,0.001108158,SPLEEN
ENSG00000129682.15,FGF13,chrX,0.059802633,0.020817704,0.00110943,SPLEEN
ENSG00000141644.17,MBD1,chr18,-0.014641434,0.00484521,0.001115507,SPLEEN
ENSG00000226007.2,,chr9,0.209513188,0.061115759,0.001121374,SPLEEN
ENSG00000159761.14,C16orf86,chr16,-0.033378297,0.011343212,0.001123738,SPLEEN
ENSG00000100523.14,DDHD1,chr14,0.031515736,0.01089931,0.001129552,SPLEEN
ENSG00000089289.15,IGBP1,chrX,0.033289639,0.011113317,0.001138823,SPLEEN
ENSG00000146006.7,LRRTM2,chr5,0.141009115,0.050802901,0.001143549,SPLEEN
